,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
10,lQAHU7WbX7NgQCT1KrC-Fg,la-fonda-boricua-middletown,La Fonda Boricua,https://s3-media4.fl.yelpcdn.com/bphoto/Q4AatKZctmFM3X7zv9pYaQ/o.jpg,False,https://www.yelp.com/biz/la-fonda-boricua-middletown?adjust_creative=j2gs-vpnM4hK8ZdTnI9Z_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j2gs-vpnM4hK8ZdTnI9Z_w,37,"[{'alias': 'latin', 'title': 'Latin American'}]",3.5,"{'latitude': 41.4501265436411, 'longitude': -74.4180366396904}",['delivery'],$,"{'address1': '76 Wickham Ave', 'address2': '', 'address3': '', 'city': 'Middletown', 'zip_code': '10940', 'country': 'US', 'state': 'NY', 'display_address': ['76 Wickham Ave', 'Middletown, NY 10940']}",8453425550,(845) 342-5550,562.4320847022219
11,b90xhmIanBKNSvUs3nokfA,saffron-middletown,Saffron,https://s3-media3.fl.yelpcdn.com/bphoto/F1wOP8J_6IgGSXCmBHcenQ/o.jpg,False,https://www.yelp.com/biz/saffron-middletown?adjust_creative=j2gs-vpnM4hK8ZdTnI9Z_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j2gs-vpnM4hK8ZdTnI9Z_w,195,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'soup', 'title': 'Soup'}]",4.0,"{'latitude': 41.4303741, 'longitude': -74.424328}","['delivery', 'pickup']",$$,"{'address1': '130 Dolson Ave', 'address2': '', 'address3': '', 'city': 'Middletown', 'zip_code': '10940', 'country': 'US', 'state': 'NY', 'display_address': ['130 Dolson Ave', 'Middletown, NY 10940']}",8453440005,(845) 344-0005,2506.576326045756
12,YuGNMmas__Dp5yG_ALOiTA,js-place-middletown,J's Place,https://s3-media1.fl.yelpcdn.com/bphoto/8hDAcFSmi_SkOVGBpAriUw/o.jpg,False,https://www.yelp.com/biz/js-place-middletown?adjust_creative=j2gs-vpnM4hK8ZdTnI9Z_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j2gs-vpnM4hK8ZdTnI9Z_w,44,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",5.0,"{'latitude': 41.44529, 'longitude': -74.42142}",['delivery'],,"{'address1': '39 W Main St', 'address2': '', 'address3': None, 'city': 'Middletown', 'zip_code': '10940', 'country': 'US', 'state': 'NY', 'display_address': ['39 W Main St', 'Middletown, NY 10940']}",8454674156,(845) 467-4156,1052.917384623013
13,NNvEEl-maofbghMNrfvpYA,da-tang-supermarket-middletown,DA Tang Supermarket,https://s3-media1.fl.yelpcdn.com/bphoto/NcvNvuPeAsaGIGbXAkWplQ/o.jpg,False,https://www.yelp.com/biz/da-tang-supermarket-middletown?adjust_creative=j2gs-vpnM4hK8ZdTnI9Z_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j2gs-vpnM4hK8ZdTnI9Z_w,14,"[{'alias': 'intlgrocery', 'title': 'International Grocery'}]",4.5,"{'latitude': 41.4450253, 'longitude': -74.4195707}",[],$$$,"{'address1': '10 E Main St', 'address2': None, 'address3': '', 'city': 'Middletown', 'zip_code': '10940', 'country': 'US', 'state': 'NY', 'display_address': ['10 E Main St', 'Middletown, NY 10940']}",8453440888,(845) 344-0888,953.1086658144185
14,Q4CaYnBx56qZNL1NOYa7bA,tao-s-restaurant-middletown,Tao’s Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/1ZdQxHeojU_4jvCc5GgbpQ/o.jpg,False,https://www.yelp.com/biz/tao-s-restaurant-middletown?adjust_creative=j2gs-vpnM4hK8ZdTnI9Z_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j2gs-vpnM4hK8ZdTnI9Z_w,50,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'hotpot', 'title': 'Hot Pot'}]",4.5,"{'latitude': 41.475195, 'longitude': -74.416022}",['delivery'],,"{'address1': '633 Rt 17M', 'address2': '', 'address3': None, 'city': 'Middletown', 'zip_code': '10940', 'country': 'US', 'state': 'NY', 'display_address': ['633 Rt 17M', 'Middletown, NY 10940']}",8453420188,(845) 342-0188,2795.7173195994733
15,zWtEUi6KVTh86hVoe7E-hw,toms-market-middletown,Tom's Market,https://s3-media1.fl.yelpcdn.com/bphoto/WKtFUQRhwM4_76HinI-DYw/o.jpg,False,https://www.yelp.com/biz/toms-market-middletown?adjust_creative=j2gs-vpnM4hK8ZdTnI9Z_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j2gs-vpnM4hK8ZdTnI9Z_w,10,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,"{'latitude': 41.45451, 'longitude': -74.40718}",[],$$$,"{'address1': '133 Wisner Ave', 'address2': '', 'address3': '', 'city': 'Middletown', 'zip_code': '10940', 'country': 'US', 'state': 'NY', 'display_address': ['133 Wisner Ave', 'Middletown, NY 10940']}",8453423459,(845) 342-3459,526.1474547314901
16,vNor6uoIqjb_Ipu4jiUYOw,el-bandido-middletown,El Bandido,https://s3-media2.fl.yelpcdn.com/bphoto/p47LuaG5tcntRRAL4zz95g/o.jpg,False,https://www.yelp.com/biz/el-bandido-middletown?adjust_creative=j2gs-vpnM4hK8ZdTnI9Z_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j2gs-vpnM4hK8ZdTnI9Z_w,134,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,"{'latitude': 41.4445758, 'longitude': -74.3828022}","['delivery', 'pickup']",$$,"{'address1': '536 E Main St', 'address2': '', 'address3': '', 'city': 'Middletown', 'zip_code': '10940', 'country': 'US', 'state': 'NY', 'display_address': ['536 E Main St', 'Middletown, NY 10940']}",8453432958,(845) 343-2958,2557.1690811657922
17,4zZnk5fcl85hUtSRwLDb7g,taco-factory-middletown-2,Taco Factory,https://s3-media2.fl.yelpcdn.com/bphoto/wJWlp_BLkxtj7JqXY93etg/o.jpg,False,https://www.yelp.com/biz/taco-factory-middletown-2?adjust_creative=j2gs-vpnM4hK8ZdTnI9Z_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j2gs-vpnM4hK8ZdTnI9Z_w,157,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,"{'latitude': 41.4460763842432, 'longitude': -74.4198129042645}","['delivery', 'pickup']",$,"{'address1': '40 1/2 North St', 'address2': '', 'address3': '', 'city': 'Middletown', 'zip_code': '10940', 'country': 'US', 'state': 'NY', 'display_address': ['40 1/2 North St', 'Middletown, NY 10940']}",8453437171,(845) 343-7171,897.9317084177055
18,sIbvM_3yYYdb-pOKW7yVgA,ww-formerly-weight-watchers-middletown-20,"WW ""Formerly Weight Watchers""",https://s3-media4.fl.yelpcdn.com/bphoto/RXQhxx7eXVPzRhdmh-Jl3g/o.jpg,False,https://www.yelp.com/biz/ww-formerly-weight-watchers-middletown-20?adjust_creative=j2gs-vpnM4hK8ZdTnI9Z_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j2gs-vpnM4hK8ZdTnI9Z_w,2,"[{'alias': 'weightlosscenters', 'title': 'Weight Loss Centers'}]",5.0,"{'latitude': 41.4547491, 'longitude': -74.3907481}",[],,"{'address1': '360 Route 211 E', 'address2': 'Ste 105', 'address3': '', 'city': 'Middletown', 'zip_code': '10940', 'country': 'US', 'state': 'NY', 'display_address': ['360 Route 211 E', 'Ste 105', 'Middletown, NY 10940']}",8006516000,(800) 651-6000,1734.114942407416
19,f4yA1bxo3vfbUR8hbsWCpg,equilibrium-brewery-middletown-3,Equilibrium Brewery,https://s3-media4.fl.yelpcdn.com/bphoto/MS-3tdMMWQKYzu7vrvoWsw/o.jpg,False,https://www.yelp.com/biz/equilibrium-brewery-middletown-3?adjust_creative=j2gs-vpnM4hK8ZdTnI9Z_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j2gs-vpnM4hK8ZdTnI9Z_w,31,"[{'alias': 'breweries', 'title': 'Breweries'}]",5.0,"{'latitude': 41.4447, 'longitude': -74.41989}","['delivery', 'pickup']",$$,"{'address1': '2-8 South St', 'address2': '', 'address3': None, 'city': 'Middletown', 'zip_code': '10940', 'country': 'US', 'state': 'NY', 'display_address': ['2-8 South St', 'Middletown, NY 10940']}",0,,993.896947877841
20,fX3MPlVfrzQFiNqvvmISfw,mill-street-cafe-middletown-2,Mill Street Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/Ly15ZMIP9jlEOV62FZgL-Q/o.jpg,False,https://www.yelp.com/biz/mill-street-cafe-middletown-2?adjust_creative=j2gs-vpnM4hK8ZdTnI9Z_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j2gs-vpnM4hK8ZdTnI9Z_w,6,"[{'alias': 'cafes', 'title': 'Cafes'}]",4.5,"{'latitude': 41.444724900698, 'longitude': -74.4252969000824}",[],,"{'address1': '34 Mill St', 'address2': '', 'address3': None, 'city': 'Middletown', 'zip_code': '10940', 'country': 'US', 'state': 'NY', 'display_address': ['34 Mill St', 'Middletown, NY 10940']}",8454216275,(845) 421-6275,1369.1137556675924
21,RL2h--J2g5mIePdZ_4uRlg,pecorinos-pizzeria-and-restaurant-middletown,Pecorinos Pizzeria & Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/gwE8U0TYIwYVI09-iGktYA/o.jpg,False,https://www.yelp.com/biz/pecorinos-pizzeria-and-restaurant-middletown?adjust_creative=j2gs-vpnM4hK8ZdTnI9Z_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j2gs-vpnM4hK8ZdTnI9Z_w,17,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 41.47019, 'longitude': -74.38291}",['delivery'],$$,"{'address1': '253 Tower Dr', 'address2': 'Ste 1', 'address3': None, 'city': 'Middletown', 'zip_code': '10941', 'country': 'US', 'state': 'NY', 'display_address': ['253 Tower Dr', 'Ste 1', 'Middletown, NY 10941']}",8456735703,(845) 673-5703,3197.663401360696
22,7yVZ22IkskHrDpXv387uRQ,110-grill-middletown,110 Grill,https://s3-media2.fl.yelpcdn.com/bphoto/knKqXu-grr7hJPkRvTQNBg/o.jpg,False,https://www.yelp.com/biz/110-grill-middletown?adjust_creative=j2gs-vpnM4hK8ZdTnI9Z_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j2gs-vpnM4hK8ZdTnI9Z_w,69,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]",3.0,"{'latitude': 41.452932, 'longitude': -74.368317}",['delivery'],$$,"{'address1': '1 Galleria Dr', 'address2': None, 'address3': '', 'city': 'Middletown', 'zip_code': '10940', 'country': 'US', 'state': 'NY', 'display_address': ['1 Galleria Dr', 'Middletown, NY 10940']}",8456735811,(845) 673-5811,3457.6090221398667
23,M9HpPIVvxpe3U8tdwLhVYA,middletown-fried-chicken-and-grill-halal-middletown-2,Middletown Fried Chicken and Grill Halal,https://s3-media3.fl.yelpcdn.com/bphoto/rr85i25i28J3zq11lwmfNg/o.jpg,False,https://www.yelp.com/biz/middletown-fried-chicken-and-grill-halal-middletown-2?adjust_creative=j2gs-vpnM4hK8ZdTnI9Z_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j2gs-vpnM4hK8ZdTnI9Z_w,26,"[{'alias': 'halal', 'title': 'Halal'}, {'alias': 'indpak', 'title': 'Indian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",5.0,"{'latitude': 41.44562, 'longitude': -74.40843}","['delivery', 'pickup']",$,"{'address1': '254 East Main St', 'address2': '', 'address3': '', 'city': 'Middletown', 'zip_code': '10940', 'country': 'US', 'state': 'NY', 'display_address': ['254 East Main St', 'Middletown, NY 10940']}",8453423422,(845) 342-3422,566.970011999106
24,A3_3W_sTr0n7jxXBHWtNjg,quisqueya-restaurant-middletown,Quisqueya Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/vwybfkHBtx1nN_AyaivQ1A/o.jpg,False,https://www.yelp.com/biz/quisqueya-restaurant-middletown?adjust_creative=j2gs-vpnM4hK8ZdTnI9Z_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j2gs-vpnM4hK8ZdTnI9Z_w,28,"[{'alias': 'dominican', 'title': 'Dominican'}, {'alias': 'spanish', 'title': 'Spanish'}]",3.5,"{'latitude': 41.4447779432353, 'longitude': -74.4203490391374}",['delivery'],$,"{'address1': '3 S St', 'address2': '', 'address3': '', 'city': 'Middletown', 'zip_code': '10940', 'country': 'US', 'state': 'NY', 'display_address': ['3 S St', 'Middletown, NY 10940']}",8454674557,(845) 467-4557,1018.1587370824767
25,Ziwlw9Nv5H9BuhATmHl71g,el-tapatio-middletown-2,El Tapatio,https://s3-media2.fl.yelpcdn.com/bphoto/B3XaaSwoaBAjmg48onrepg/o.jpg,False,https://www.yelp.com/biz/el-tapatio-middletown-2?adjust_creative=j2gs-vpnM4hK8ZdTnI9Z_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j2gs-vpnM4hK8ZdTnI9Z_w,64,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,"{'latitude': 41.4540769, 'longitude': -74.400773}","['delivery', 'pickup']",$$,"{'address1': '252 Rt 211 E', 'address2': '', 'address3': '', 'city': 'Middletown', 'zip_code': '10940', 'country': 'US', 'state': 'NY', 'display_address': ['252 Rt 211 E', 'Middletown, NY 10940']}",8453433292,(845) 343-3292,874.5292421651462
26,mnIfjsoo9JEdaAsJ07tUsA,brunildas-cuchifrito-middletown,Brunilda's Cuchifrito,https://s3-media1.fl.yelpcdn.com/bphoto/mduM0JAV16ww7Zn-eNIjrQ/o.jpg,False,https://www.yelp.com/biz/brunildas-cuchifrito-middletown?adjust_creative=j2gs-vpnM4hK8ZdTnI9Z_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j2gs-vpnM4hK8ZdTnI9Z_w,60,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'puertorican', 'title': 'Puerto Rican'}]",4.5,"{'latitude': 41.44485, 'longitude': -74.41954}",['delivery'],$,"{'address1': '4 E Main St', 'address2': '', 'address3': '', 'city': 'Middletown', 'zip_code': '10940', 'country': 'US', 'state': 'NY', 'display_address': ['4 E Main St', 'Middletown, NY 10940']}",8453445141,(845) 344-5141,965.6414734488234
27,TP5NorbXOfCKlOopIb89kw,3-ninja-middletown,3 Ninja,https://s3-media3.fl.yelpcdn.com/bphoto/QG0aOgbngGVYdiFh4Xz9oQ/o.jpg,False,https://www.yelp.com/biz/3-ninja-middletown?adjust_creative=j2gs-vpnM4hK8ZdTnI9Z_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j2gs-vpnM4hK8ZdTnI9Z_w,15,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,"{'latitude': 41.445158, 'longitude': -74.419139}","['delivery', 'pickup']",,"{'address1': '20 East Main St', 'address2': None, 'address3': '', 'city': 'Middletown', 'zip_code': '10940', 'country': 'US', 'state': 'NY', 'display_address': ['20 East Main St', 'Middletown, NY 10940']}",8453940234,(845) 394-0234,914.1250320240536
28,9D_477iWqS3_rPyk-Cfmhg,destefanos-old-erie-middletown,Destefano's Old Erie,https://s3-media3.fl.yelpcdn.com/bphoto/hY4Yt4QSceIVCQopH37oGA/o.jpg,False,https://www.yelp.com/biz/destefanos-old-erie-middletown?adjust_creative=j2gs-vpnM4hK8ZdTnI9Z_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j2gs-vpnM4hK8ZdTnI9Z_w,75,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.5,"{'latitude': 41.4451376, 'longitude': -74.4203703}",['delivery'],$$,"{'address1': '7 W Main St', 'address2': '', 'address3': '', 'city': 'Middletown', 'zip_code': '10940', 'country': 'US', 'state': 'NY', 'display_address': ['7 W Main St', 'Middletown, NY 10940']}",8453443743,(845) 344-3743,999.3714918303061
29,8EBF3x4P5SAIZ9tYqh2a1w,jz-sports-bar-and-restaurant-middletown-3,JZ Sports Bar and Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/2lXNT0G7R0bq6cswThNhoA/o.jpg,False,https://www.yelp.com/biz/jz-sports-bar-and-restaurant-middletown-3?adjust_creative=j2gs-vpnM4hK8ZdTnI9Z_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j2gs-vpnM4hK8ZdTnI9Z_w,17,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'spanish', 'title': 'Spanish'}]",4.0,"{'latitude': 41.430406, 'longitude': -74.426097}","['delivery', 'pickup']",$$,"{'address1': '130 Dolson Ave', 'address2': '', 'address3': None, 'city': 'Middletown', 'zip_code': '10940', 'country': 'US', 'state': 'NY', 'display_address': ['130 Dolson Ave', 'Middletown, NY 10940']}",8453815149,(845) 381-5149,2568.6719948473633
30,j91AM4OSX5SsW1VVycFTXA,aaojee-middletown,Aaojee,https://s3-media1.fl.yelpcdn.com/bphoto/d34J_FaDNG8DYWITNkUwpA/o.jpg,False,https://www.yelp.com/biz/aaojee-middletown?adjust_creative=j2gs-vpnM4hK8ZdTnI9Z_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j2gs-vpnM4hK8ZdTnI9Z_w,13,"[{'alias': 'intlgrocery', 'title': 'International Grocery'}]",4.0,"{'latitude': 41.44646, 'longitude': -74.40977}",[],$,"{'address1': '235 E Main St', 'address2': '', 'address3': '', 'city': 'Middletown', 'zip_code': '10940', 'country': 'US', 'state': 'NY', 'display_address': ['235 E Main St', 'Middletown, NY 10940']}",8453420040,(845) 342-0040,453.1000044212025
